application_id,applicant_id,ds,applicant_age,annual_income,employment_status,credit_score,debt_to_income_ratio,loan_amount_requested,property_value,down_payment,loan_term_years,interest_rate,marital_status,num_dependents,residence_type,years_at_current_job,has_previous_mortgage,previous_default,bank_account_balance,is_approved
6477,Applicant_33,2023-02-21,36,66668.4,employed,692,0.21,103681.02,199182.2,26128.24,30,5.77,married,4,family,28,1,0,23553.79,0
6478,Applicant_33,2023-02-22,61,41293.4,retired,723,0.49,335708.17,667880.63,73694.24,20,5.61,divorced,2,own_other,11,1,0,12861.02,0
6479,Applicant_33,2023-02-24,40,56905.16,employed,585,0.32,381539.96,471182.49,130334.25,15,4.79,divorced,0,family,9,1,0,15501.63,0
6480,Applicant_33,2023-02-24,62,76827.63,employed,799,0.44,364666.79,580345.58,98320.91,25,5.45,divorced,2,family,27,1,0,23233.83,1
6481,Applicant_33,2023-02-26,49,83255.58,employed,769,0.19,465589.81,719312.23,73917.63,30,4.67,married,1,own_other,9,0,0,23025.74,1
6482,Applicant_33,2023-02-26,45,124951.74,retired,752,0.13,246652.3,377592.42,98106.94,15,3.99,married,1,own_other,17,1,1,30773.72,1
6483,Applicant_33,2023-02-27,45,27569.57,self-employed,624,0.38,239983.76,329225.66,92665.37,30,5.06,single,0,family,14,0,0,22461.96,1
6484,Applicant_33,2023-02-28,42,37498.88,self-employed,708,0.23,234274.48,292242.96,79456.93,25,5.04,single,3,family,3,0,0,17620.91,1
6485,Applicant_33,2023-03-01,56,104326.55,employed,837,0.29,137962.06,262786.14,43642.71,15,4.18,divorced,0,family,18,0,0,23575.75,1
6486,Applicant_33,2023-03-01,30,37002.84,retired,602,0.35,392419.04,612367.63,182513.1,15,4.2,divorced,1,own_other,9,0,0,13625.59,1
6487,Applicant_33,2023-03-04,26,46478.83,employed,666,0.25,404023.78,513043.47,63856.7,15,5.64,single,2,own_other,25,0,0,16773.45,1
6488,Applicant_33,2023-03-06,37,51843.0,retired,611,0.47,147189.76,247430.75,53714.4,30,3.01,married,4,family,6,1,1,16298.95,1
6489,Applicant_33,2023-03-06,40,60404.26,employed,726,0.2,263865.59,326603.98,59159.84,20,3.45,divorced,3,own_other,28,0,0,21853.05,1
6490,Applicant_33,2023-03-07,52,53929.58,retired,739,0.34,416951.73,616319.96,142923.66,30,3.8,married,4,family,15,1,1,23001.72,0
6491,Applicant_33,2023-03-07,44,77764.24,employed,643,0.28,95051.57,149071.11,37699.93,15,4.25,married,4,family,10,0,0,29391.18,1
6492,Applicant_33,2023-03-08,49,44117.44,employed,689,0.41,464043.67,845863.6,201802.96,25,4.96,married,4,rent,10,0,0,8266.29,1
6493,Applicant_33,2023-03-08,48,83262.91,retired,787,0.23,488135.5,903101.71,139182.65,15,3.83,divorced,2,family,3,0,0,20532.04,1
6494,Applicant_33,2023-03-09,32,93341.69,employed,765,0.11,85376.34,140179.49,34584.0,30,5.44,single,3,family,21,0,0,21195.45,1
6495,Applicant_33,2023-03-10,64,41294.5,self-employed,656,0.36,252328.91,343244.26,47535.01,20,5.61,divorced,3,own_other,30,1,0,27338.69,1
6496,Applicant_33,2023-03-11,37,56598.14,self-employed,716,0.31,372745.01,504160.06,77421.13,20,5.12,single,2,own_other,19,1,0,21018.44,1
6497,Applicant_33,2023-03-12,31,55737.38,self-employed,651,0.29,304410.13,559425.83,102870.94,25,3.18,single,4,own_other,15,1,0,19223.06,1
6498,Applicant_33,2023-03-12,26,91480.45,self-employed,685,0.12,157620.06,200532.15,57091.46,25,3.14,married,3,family,17,0,0,20111.89,1
6499,Applicant_33,2023-03-13,48,23202.08,self-employed,686,0.31,358938.76,460828.29,127151.04,20,5.27,married,0,family,4,1,0,17733.93,0
6500,Applicant_33,2023-03-14,43,104454.54,employed,842,0.25,220070.9,351940.43,92586.3,30,3.1,married,4,rent,20,1,0,23520.67,1
6501,Applicant_33,2023-03-14,37,41201.86,employed,684,0.29,414569.57,656433.3,185675.82,30,4.76,single,1,family,0,1,0,12811.66,0
6502,Applicant_33,2023-03-16,27,45996.63,retired,639,0.3,406075.76,573964.12,82390.18,25,4.79,divorced,0,own_other,10,1,1,25999.89,0
6503,Applicant_33,2023-03-19,36,124254.45,employed,768,0.17,145146.6,274041.86,27871.04,25,3.58,married,3,rent,18,1,0,31195.43,1
6504,Applicant_33,2023-03-20,31,58194.31,self-employed,568,0.33,108441.3,191068.05,32893.76,30,3.24,married,0,family,16,1,1,27404.03,0
6505,Applicant_33,2023-03-24,32,153047.12,retired,696,0.21,279900.29,432646.95,95504.36,15,5.77,divorced,2,rent,22,0,0,39156.37,1
6506,Applicant_33,2023-03-24,44,58487.52,self-employed,739,0.43,112509.11,173288.13,24747.37,20,3.91,divorced,2,rent,18,1,0,23144.74,0
6507,Applicant_33,2023-03-26,61,66610.27,self-employed,678,0.27,161099.75,289740.48,79009.02,30,5.13,married,0,own_other,9,1,0,22862.47,1
6508,Applicant_33,2023-03-26,62,48101.9,retired,688,0.49,229616.03,316850.45,75483.19,15,4.31,married,3,family,1,1,0,15117.73,0
6509,Applicant_33,2023-03-27,57,46395.07,employed,703,0.24,445653.55,769716.86,155244.8,25,3.48,divorced,1,family,8,1,0,22370.9,1
6510,Applicant_33,2023-03-29,61,93044.38,self-employed,764,0.25,136239.62,203925.5,49374.68,30,3.24,single,0,family,16,0,0,26446.48,1
6511,Applicant_33,2023-03-31,40,30213.06,employed,662,0.46,249703.1,345890.64,84581.58,20,3.38,divorced,4,rent,0,0,0,10215.81,1
6512,Applicant_33,2023-04-02,63,36385.78,self-employed,786,0.25,323567.22,636689.57,181544.69,30,3.76,married,0,rent,6,1,1,13648.74,1
6513,Applicant_33,2023-04-02,48,50220.96,self-employed,693,0.45,449590.91,611994.71,143208.15,15,5.9,single,1,rent,12,1,1,13963.86,1
6514,Applicant_33,2023-04-03,36,40758.41,retired,735,0.44,52156.37,73922.23,14928.59,25,5.11,married,0,family,17,0,0,21441.87,0
6515,Applicant_33,2023-04-04,57,102990.14,employed,751,0.19,409629.39,676062.4,140504.63,25,3.58,married,1,rent,2,0,0,41656.68,1
6516,Applicant_33,2023-04-06,29,100115.61,retired,694,0.1,487408.1,718739.18,84147.78,30,3.94,single,0,family,20,1,0,33519.67,1
6517,Applicant_33,2023-04-06,26,49160.27,self-employed,663,0.35,275127.82,511793.96,131942.69,15,4.64,single,2,rent,4,0,0,16558.93,0
6518,Applicant_33,2023-04-07,51,37205.21,retired,660,0.39,300114.82,564158.85,76470.9,25,5.11,divorced,2,own_other,21,1,1,26409.4,0
6519,Applicant_33,2023-04-07,30,46520.76,self-employed,690,0.37,234286.42,385122.22,76091.34,15,3.83,single,0,own_other,3,1,1,22945.07,0
6520,Applicant_33,2023-04-08,45,95780.29,employed,622,0.18,324453.38,588931.49,121944.3,15,5.04,married,3,own_other,21,0,0,32982.24,1
6521,Applicant_33,2023-04-08,59,22875.51,retired,661,0.41,319834.26,396589.56,43900.51,30,4.48,single,4,family,29,0,0,10995.37,1
6522,Applicant_33,2023-04-10,36,98204.0,employed,693,0.28,286913.09,372035.3,108411.82,15,3.41,married,1,rent,8,1,0,28739.97,1
6523,Applicant_33,2023-04-12,31,92938.12,retired,640,0.11,156188.94,297542.29,39449.69,30,5.99,married,3,family,2,1,0,26069.83,0
6524,Applicant_33,2023-04-12,31,71389.77,retired,682,0.49,497179.68,873398.21,126677.12,15,3.65,single,3,rent,26,1,1,33767.38,0
6525,Applicant_33,2023-04-13,38,93196.85,self-employed,828,0.13,496079.34,967965.1,235925.19,25,4.12,divorced,3,family,14,1,0,16100.24,1
6526,Applicant_33,2023-04-13,43,52272.94,employed,738,0.22,366326.62,637234.57,154539.35,20,4.85,single,1,rent,23,0,0,16823.88,1
6527,Applicant_33,2023-04-14,56,102070.44,retired,798,0.28,290185.05,539452.36,58376.9,25,3.09,married,3,rent,11,1,1,26117.08,0
6528,Applicant_33,2023-04-17,59,97318.37,retired,726,0.12,196915.67,317800.77,74006.34,15,3.11,divorced,4,family,15,0,0,30928.5,1
6529,Applicant_33,2023-04-17,36,98039.83,retired,728,0.11,71342.83,101428.5,10359.61,25,4.48,single,3,family,12,0,0,30386.39,0
6530,Applicant_33,2023-04-18,51,37516.12,employed,720,0.26,358207.43,644675.04,121541.65,20,5.57,single,3,rent,18,0,0,10928.5,1
6531,Applicant_33,2023-04-19,44,63574.19,employed,648,0.46,348809.31,568321.64,85342.74,25,5.48,single,0,family,24,1,0,27489.91,0
6532,Applicant_33,2023-04-20,49,79011.25,retired,757,0.31,493713.22,608185.53,74009.42,20,3.03,married,3,rent,28,1,0,24142.58,1
6533,Applicant_33,2023-04-20,57,57069.65,self-employed,791,0.28,206717.79,401233.97,68850.27,20,5.69,divorced,4,rent,26,1,1,23681.31,1
6534,Applicant_33,2023-04-23,57,26814.21,employed,657,0.27,112793.18,164849.33,29819.61,25,4.54,single,4,own_other,4,1,0,9209.9,1
6535,Applicant_33,2023-04-24,59,113020.13,retired,813,0.11,239430.65,344258.23,66390.16,25,5.06,single,4,family,11,1,0,31555.53,1
6536,Applicant_33,2023-04-25,42,78101.55,self-employed,732,0.31,141344.07,208770.56,29535.05,25,3.51,married,3,rent,2,0,0,33389.29,0
6537,Applicant_33,2023-04-25,48,65584.15,self-employed,676,0.21,317634.87,498657.68,106550.46,25,3.55,divorced,1,own_other,3,0,0,35638.41,0
6538,Applicant_33,2023-04-26,35,60803.68,self-employed,625,0.3,360977.94,480608.66,107150.81,20,4.13,single,4,own_other,13,1,1,16388.25,0
6539,Applicant_33,2023-04-29,51,67864.61,employed,731,0.49,151700.93,231064.38,28765.56,30,3.58,divorced,4,own_other,25,1,0,26890.86,1
6540,Applicant_33,2023-04-30,50,42623.21,retired,633,0.42,331714.37,574413.08,111142.1,15,4.45,divorced,2,family,3,0,0,21550.64,0
6541,Applicant_33,2023-04-30,37,68065.51,employed,667,0.44,215529.67,346956.42,61099.17,20,4.45,single,0,own_other,24,1,0,22272.36,0
6542,Applicant_33,2023-05-03,34,84380.51,retired,642,0.23,245954.17,432822.62,52778.05,30,3.65,single,1,rent,15,1,0,14605.65,0
6543,Applicant_33,2023-05-03,26,56213.11,employed,647,0.32,334845.12,531036.28,123790.08,15,3.65,single,1,own_other,18,0,0,11059.73,0
6544,Applicant_33,2023-05-04,56,61443.4,retired,816,0.34,135747.97,208546.18,41620.19,20,4.45,married,1,rent,17,1,0,21595.89,0
6545,Applicant_33,2023-05-07,31,60822.08,retired,638,0.39,99871.49,131971.65,21119.87,15,4.21,married,2,family,14,1,0,17496.54,0
6546,Applicant_33,2023-05-07,63,60721.43,employed,771,0.27,109661.99,187121.97,35453.45,25,5.51,divorced,2,family,16,1,1,16862.59,0
6547,Applicant_33,2023-05-08,34,62781.91,employed,750,0.27,400478.6,511446.48,81734.97,25,5.92,divorced,4,family,16,0,0,22145.6,1
6548,Applicant_33,2023-05-09,30,59843.56,self-employed,613,0.39,186969.5,261086.62,38580.93,30,5.35,divorced,2,own_other,3,0,0,18843.15,1
6549,Applicant_33,2023-05-09,42,47385.78,retired,731,0.33,325362.2,482374.18,132820.84,30,3.46,married,1,family,13,1,1,14905.07,0
6550,Applicant_33,2023-05-10,25,64773.35,self-employed,610,0.33,494384.98,891516.82,122938.83,20,3.96,married,4,rent,27,0,0,19406.42,1
6551,Applicant_33,2023-05-10,26,59864.81,self-employed,608,0.48,294092.3,578412.12,69737.13,20,4.78,divorced,2,rent,7,1,0,22282.65,0
6552,Applicant_33,2023-05-11,46,53507.11,retired,670,0.24,66488.66,119468.94,32521.51,30,3.26,single,2,rent,27,1,1,25172.63,0
6553,Applicant_33,2023-05-13,56,63739.72,employed,716,0.37,56681.3,89294.41,22697.91,15,3.58,single,4,family,28,0,0,25800.77,0
6554,Applicant_33,2023-05-13,32,46667.01,employed,599,0.43,400025.48,762231.25,103458.1,30,4.82,divorced,2,rent,11,0,0,24098.13,0
6555,Applicant_33,2023-05-18,42,88643.52,self-employed,660,0.12,321015.05,632883.22,129531.89,25,5.13,divorced,4,family,23,0,0,22429.95,1
6556,Applicant_33,2023-05-18,60,88427.89,self-employed,711,0.25,285894.24,384420.02,96953.6,25,5.39,single,1,family,3,1,0,29050.36,1
6557,Applicant_33,2023-05-19,55,76223.23,retired,764,0.2,424483.58,579851.36,126869.19,25,4.36,divorced,2,rent,4,0,0,26018.55,1
6558,Applicant_33,2023-05-23,47,36276.7,employed,630,0.25,272452.14,466936.22,128834.13,25,4.57,divorced,4,rent,21,1,0,15462.59,1
6559,Applicant_33,2023-05-25,42,119661.18,employed,704,0.11,57405.5,89414.46,23825.15,15,3.26,divorced,2,own_other,7,0,0,38553.31,1
6560,Applicant_33,2023-05-26,58,50653.48,retired,717,0.21,68553.28,124723.52,21153.83,30,5.88,divorced,2,own_other,19,0,0,13493.06,1
6561,Applicant_33,2023-05-26,34,63935.75,retired,736,0.36,410792.91,554767.78,129313.05,30,5.48,single,1,rent,17,0,0,18885.16,0
6562,Applicant_33,2023-05-27,27,110530.1,self-employed,689,0.23,308325.1,598816.17,124711.58,30,4.69,married,0,own_other,30,0,0,40124.87,1
6563,Applicant_33,2023-05-29,33,58899.27,employed,687,0.33,456077.47,624383.98,116171.67,15,5.21,divorced,1,family,17,0,0,21882.46,0
6564,Applicant_33,2023-05-29,62,66127.05,self-employed,696,0.21,160517.4,213410.86,55990.45,30,3.29,divorced,4,rent,14,1,1,19581.55,1
6565,Applicant_33,2023-05-30,30,37985.24,employed,669,0.38,147381.99,237525.91,41285.37,15,3.21,single,0,rent,2,0,0,18265.7,1
6566,Applicant_33,2023-06-01,46,111187.89,retired,771,0.19,333099.68,594248.14,147416.39,15,5.57,married,2,rent,9,0,0,33915.01,1
6567,Applicant_33,2023-06-01,42,42933.48,employed,566,0.4,472609.1,845620.9,105433.66,25,5.59,married,3,rent,18,0,0,24909.08,0
6568,Applicant_33,2023-06-02,57,44116.08,self-employed,705,0.49,201347.86,292134.44,53687.75,15,5.52,single,4,own_other,20,0,0,21401.15,0
6569,Applicant_33,2023-06-02,27,94407.06,employed,692,0.12,114781.16,150341.09,41045.57,15,4.84,married,2,rent,4,1,0,24789.46,0
6570,Applicant_33,2023-06-03,29,33923.56,self-employed,578,0.46,167878.52,242296.66,50227.39,25,4.24,married,2,own_other,15,1,1,14123.12,0
6571,Applicant_33,2023-06-05,37,76422.69,employed,685,0.38,82511.09,147602.99,30321.25,30,4.36,single,1,family,14,0,0,25992.54,0
6572,Applicant_33,2023-06-06,52,34278.82,retired,695,0.2,286930.78,447991.43,122142.71,15,3.87,single,3,own_other,11,0,0,17509.67,1
6573,Applicant_33,2023-06-06,55,64771.2,retired,832,0.3,293737.33,522034.82,98109.89,20,5.07,married,0,rent,3,1,0,24723.49,0
6574,Applicant_33,2023-06-07,33,54737.68,employed,657,0.28,327483.03,529763.87,116378.85,20,3.66,married,1,rent,8,0,0,25341.4,1
6575,Applicant_33,2023-06-07,37,22742.93,self-employed,647,0.21,165626.49,305407.13,68536.95,15,5.72,single,1,rent,30,0,0,22733.8,0
6576,Applicant_33,2023-06-09,46,51582.73,employed,703,0.42,351082.98,683666.96,177956.4,30,5.92,single,1,own_other,27,1,1,24909.63,1
6577,Applicant_33,2023-06-09,42,58013.59,employed,573,0.42,459332.23,588510.31,136794.02,30,5.61,divorced,4,family,14,0,0,18905.59,0
6578,Applicant_33,2023-06-11,41,135071.52,retired,801,0.23,55402.01,82330.58,20443.16,25,5.3,divorced,2,own_other,19,0,0,37424.15,1
6579,Applicant_33,2023-06-12,61,109183.07,retired,826,0.12,306326.87,539805.01,139849.26,20,5.51,divorced,1,rent,11,0,0,34720.58,1
6580,Applicant_33,2023-06-12,35,60740.44,retired,598,0.38,441703.72,594694.64,152677.92,20,3.46,single,0,family,13,0,0,17456.79,1
6581,Applicant_33,2023-06-13,49,69405.75,employed,646,0.25,228074.2,325987.6,97425.17,15,4.76,single,3,family,14,0,0,33040.67,1
6582,Applicant_33,2023-06-13,29,122257.54,employed,619,0.15,345131.12,628376.16,184720.1,30,4.9,single,2,rent,5,0,0,28058.0,1
6583,Applicant_33,2023-06-16,64,59267.38,employed,652,0.27,54142.19,101761.09,11254.14,20,4.54,single,4,family,28,1,1,25378.98,0
6584,Applicant_33,2023-06-18,39,96472.86,employed,692,0.1,206329.18,367068.63,94351.89,20,4.37,single,1,family,22,1,1,27935.05,0
6585,Applicant_33,2023-06-18,51,30701.42,employed,710,0.2,396072.72,543350.77,142772.88,15,4.27,married,4,family,20,0,0,17918.67,1
6586,Applicant_33,2023-06-19,53,56712.91,retired,760,0.24,436689.52,571755.64,142865.06,30,5.3,single,4,rent,0,1,0,23494.41,1
6587,Applicant_33,2023-06-20,31,58209.51,self-employed,660,0.34,496970.01,974779.93,122465.95,30,4.07,single,0,rent,30,1,1,29137.06,0
6588,Applicant_33,2023-06-21,55,42487.23,employed,729,0.5,137017.68,189455.61,22159.66,15,3.48,single,3,family,30,1,0,8914.49,1
6589,Applicant_33,2023-06-24,36,151420.78,self-employed,660,0.2,431503.91,861105.04,223318.15,15,5.53,divorced,4,rent,29,1,1,37128.56,0
6590,Applicant_33,2023-06-24,49,90249.39,self-employed,767,0.18,427501.52,671920.58,77192.65,15,5.04,single,1,family,23,0,0,24656.68,0
6591,Applicant_33,2023-06-25,53,67480.61,retired,764,0.37,229037.94,307890.45,83128.12,20,3.26,divorced,2,own_other,29,0,0,24250.12,1
6592,Applicant_33,2023-06-26,61,52022.8,retired,792,0.28,363012.46,697470.17,208456.41,15,4.08,divorced,1,rent,19,0,0,27387.83,1
6593,Applicant_33,2023-06-27,25,55662.88,employed,650,0.25,410672.78,633511.26,122602.15,25,5.85,single,4,rent,29,1,0,24509.69,0
6594,Applicant_33,2023-06-28,54,56049.13,retired,674,0.48,324757.14,594694.9,152044.44,20,3.21,married,4,family,23,0,0,23913.3,0
6595,Applicant_33,2023-06-28,55,46888.97,self-employed,759,0.47,338871.06,497855.7,90049.67,25,4.62,married,1,family,5,1,1,19684.54,0
6596,Applicant_33,2023-06-30,44,44878.47,employed,625,0.26,150102.16,276251.55,66163.4,20,5.88,single,2,rent,24,1,0,16490.37,1
6597,Applicant_33,2023-07-06,61,211724.56,retired,850,0.11,351436.06,643542.36,74647.69,30,5.19,divorced,3,rent,28,0,0,58318.21,0
6598,Applicant_33,2023-07-06,40,51210.7,self-employed,611,0.49,213873.64,329959.82,66028.93,30,5.25,single,3,own_other,19,1,0,19193.84,0
6599,Applicant_33,2023-07-08,43,90607.24,employed,690,0.14,280563.28,354905.03,47783.1,25,5.02,divorced,0,rent,2,0,0,26431.92,1
6600,Applicant_33,2023-07-09,39,15440.0,retired,820,0.27,454997.88,582420.05,69344.67,20,5.69,divorced,2,own_other,23,0,0,13799.82,1
6601,Applicant_33,2023-07-10,35,16118.33,retired,738,0.26,250635.96,467247.05,120944.74,25,4.76,divorced,1,own_other,23,1,0,14904.52,1
6602,Applicant_33,2023-07-11,39,85055.31,retired,716,0.26,121576.7,152921.14,19926.35,20,5.51,divorced,0,own_other,22,1,0,21081.35,1
6603,Applicant_33,2023-07-11,45,59721.16,employed,669,0.32,197003.0,268669.68,38655.67,15,5.45,single,1,family,19,1,0,19274.36,1
6604,Applicant_33,2023-07-13,29,31847.5,employed,662,0.27,440060.55,594339.47,65387.09,25,3.45,divorced,4,family,10,0,0,8491.62,1
6605,Applicant_33,2023-07-14,35,91615.2,self-employed,711,0.21,151068.79,225972.61,61911.73,30,4.02,divorced,4,own_other,22,1,1,26633.37,1
6606,Applicant_33,2023-07-15,43,139380.09,self-employed,850,0.26,212308.3,355518.31,86308.41,20,5.71,married,2,own_other,10,0,0,39061.89,1
6607,Applicant_33,2023-07-17,46,78231.49,self-employed,750,0.45,188147.5,271030.31,59167.72,25,4.26,divorced,1,rent,15,0,0,23025.95,0
6608,Applicant_33,2023-07-19,62,25753.4,retired,647,0.45,318951.37,479511.03,74595.69,20,3.52,divorced,3,rent,25,0,0,27062.52,0
6609,Applicant_34,2023-01-01,54,59492.21,retired,744,0.32,54076.04,97862.88,19060.24,30,5.29,single,4,own_other,6,0,0,10136.25,1
6610,Applicant_34,2023-01-01,33,67459.41,self-employed,707,0.31,499126.68,858356.62,163306.54,15,4.84,married,4,rent,15,1,0,16736.35,1
6611,Applicant_34,2023-01-04,32,51030.57,retired,646,0.38,238241.45,313530.91,72404.59,30,3.76,single,3,own_other,21,0,0,18812.84,1
6612,Applicant_34,2023-01-04,55,49812.15,self-employed,670,0.25,279220.78,403495.45,119899.65,25,3.35,divorced,4,rent,13,1,1,25621.8,1
6613,Applicant_34,2023-01-05,29,29731.31,employed,637,0.28,307058.89,584023.25,153995.27,25,5.0,married,2,rent,28,0,0,22975.9,1
6614,Applicant_34,2023-01-05,54,85443.42,retired,745,0.19,266187.25,411191.14,72345.83,25,4.05,married,2,rent,7,0,0,35624.79,1
6615,Applicant_34,2023-01-06,34,44210.46,self-employed,677,0.25,117382.45,183473.05,27188.31,30,5.83,married,4,family,30,0,0,14078.36,0
6616,Applicant_34,2023-01-06,64,142484.32,self-employed,789,0.16,234316.46,411096.55,107845.78,25,3.82,single,0,family,15,1,1,42838.39,1
6617,Applicant_34,2023-01-08,48,54759.92,retired,747,0.38,147484.54,244514.22,68784.86,20,3.28,married,3,rent,18,1,1,20553.53,0
6618,Applicant_34,2023-01-09,33,46886.26,retired,696,0.38,322963.56,638419.97,119933.58,20,5.98,divorced,2,own_other,8,1,0,21145.08,1
6619,Applicant_34,2023-01-10,44,34543.29,self-employed,647,0.4,312423.09,494165.78,146766.65,30,4.74,divorced,4,family,28,1,1,15160.26,0
6620,Applicant_34,2023-01-10,38,31258.84,retired,639,0.24,390951.69,679063.58,166003.39,25,5.52,single,3,family,15,0,0,17002.36,1
6621,Applicant_34,2023-01-11,53,68924.81,retired,657,0.28,432033.25,775956.52,207203.35,25,4.67,married,1,family,6,1,0,14162.69,1
6622,Applicant_34,2023-01-13,58,60811.84,self-employed,649,0.49,113541.94,173004.29,26252.19,30,5.44,divorced,0,family,29,0,0,22414.89,1
6623,Applicant_34,2023-01-14,52,139698.16,self-employed,797,0.24,221973.62,284855.34,54512.19,15,4.89,single,1,rent,22,0,0,29889.42,1
6624,Applicant_34,2023-01-15,63,58156.74,employed,850,0.34,122460.71,149100.22,17623.33,25,3.95,single,3,rent,9,1,1,22226.85,0
6625,Applicant_34,2023-01-16,26,38268.18,retired,596,0.47,64274.54,101187.74,27873.43,25,4.38,married,1,own_other,7,0,0,15735.31,0
6626,Applicant_34,2023-01-16,62,33248.7,self-employed,767,0.34,475071.05,820275.75,85262.94,15,4.68,single,0,rent,12,1,0,19571.5,1
6627,Applicant_34,2023-01-18,43,44941.61,self-employed,637,0.33,140240.22,269512.26,77030.01,25,4.15,single,1,own_other,0,0,0,11914.22,1
6628,Applicant_34,2023-01-18,53,31793.59,self-employed,691,0.49,491949.8,772126.6,77786.13,15,5.47,single,4,rent,16,0,0,14068.95,1
6629,Applicant_34,2023-01-19,42,32345.37,self-employed,729,0.24,319944.4,615969.33,133127.03,15,4.06,married,4,own_other,16,0,0,20206.75,1
6630,Applicant_34,2023-01-20,57,71564.04,retired,797,0.37,81002.25,109187.1,27216.54,20,5.86,single,2,family,28,0,0,23171.24,1
6631,Applicant_34,2023-01-20,42,78037.04,employed,782,0.21,243410.51,402363.8,43226.23,30,4.05,married,1,rent,7,0,0,19367.03,1
6632,Applicant_34,2023-01-25,30,51375.02,self-employed,665,0.37,218659.19,361094.91,55240.86,20,4.56,married,3,own_other,3,0,0,23333.35,0
6633,Applicant_34,2023-01-26,37,25712.96,retired,635,0.34,220438.36,290790.19,74543.02,30,4.59,single,4,family,30,1,0,21208.93,1
6634,Applicant_34,2023-01-27,62,81110.17,self-employed,783,0.25,271093.41,521964.79,88005.38,20,4.78,divorced,3,own_other,11,0,0,23897.43,1
