client_id,age,income,credit_score,debt_to_income_ratio,num_bank_products,tenure_years,digital_usage_score,satisfaction_score,previous_insurance,family_size,employment_stability,region,marketing_exposure,complaints,life_events,buy_insurance
2245,60,107168,766,0.56,3,17,9,8,0,4,Stable,Rural,0,0,None,0
2246,67,22485,644,0.37,4,3,2,9,0,4,Unstable,Rural,4,0,None,0
2247,51,62772,613,0.28,4,8,4,2,0,5,Unstable,Urban,2,2,None,1
2248,56,103413,850,0.53,3,5,9,6,0,5,Stable,Urban,4,2,Child Birth,1
2249,38,74791,538,0.26,5,12,8,9,1,2,Stable,Rural,4,1,None,0
2250,42,80905,736,0.18,1,6,1,2,0,4,Unstable,Suburban,0,2,Home Purchase,0
2251,52,33670,769,0.42,5,10,9,9,1,2,Stable,Suburban,3,1,Home Purchase,0
2252,53,68676,782,0.12,5,10,2,2,0,1,Stable,Rural,0,1,Home Purchase,0
2253,40,59084,669,0.29,4,1,1,9,0,4,Stable,Urban,2,1,Marriage,1
2254,59,31748,575,0.5,2,9,2,1,1,2,Unstable,Rural,4,1,None,0
2255,55,81626,849,0.25,5,18,6,6,1,3,Stable,Suburban,3,0,Child Birth,0
2256,28,39512,655,0.57,3,3,2,6,1,3,Unstable,Rural,2,0,Child Birth,0
2257,61,42476,850,0.58,3,1,1,2,1,4,Unstable,Rural,1,0,None,1
2258,41,70814,736,0.51,3,10,5,7,0,4,Stable,Suburban,4,1,None,0
2259,63,56418,651,0.59,2,3,2,4,1,5,Stable,Rural,2,0,Home Purchase,0
2260,50,64232,739,0.37,2,18,4,4,1,4,Stable,Urban,1,0,Home Purchase,1
2261,63,54887,815,0.38,1,7,8,9,0,5,Unstable,Suburban,3,2,Child Birth,1
2262,65,95326,708,0.52,2,7,6,2,0,3,Stable,Suburban,4,1,Home Purchase,0
2263,28,36874,626,0.35,1,10,8,9,0,3,Stable,Suburban,2,2,Home Purchase,0
2264,54,48379,521,0.3,3,13,5,9,0,3,Unstable,Rural,3,2,Child Birth,0
2265,54,72029,657,0.41,2,4,2,6,0,1,Unstable,Suburban,3,1,None,0
2266,46,35302,780,0.43,4,12,1,7,0,4,Stable,Urban,1,1,None,0
2267,35,34194,598,0.48,4,3,8,4,0,3,Stable,Rural,2,0,Child Birth,1
2268,26,63443,768,0.43,4,16,1,1,0,5,Stable,Rural,3,0,Marriage,0
2269,68,81683,702,0.47,2,11,9,9,0,5,Unstable,Urban,1,0,Home Purchase,1
2270,36,84946,774,0.44,2,3,4,9,1,2,Unstable,Urban,2,2,Home Purchase,0
2271,54,62293,466,0.34,2,8,6,1,1,2,Unstable,Suburban,1,0,None,0
2272,60,43196,557,0.17,4,7,6,4,1,1,Stable,Rural,2,1,None,0
2273,42,66891,653,0.49,3,14,3,7,1,5,Unstable,Suburban,2,2,Child Birth,0
2274,50,74153,850,0.12,5,2,1,3,1,2,Unstable,Rural,4,2,Marriage,0
2275,31,66546,624,0.6,3,10,6,5,0,4,Stable,Rural,2,1,Marriage,0
2276,25,90854,687,0.51,2,3,5,5,0,4,Unstable,Urban,2,2,Home Purchase,0
2277,50,34645,850,0.44,5,11,4,8,0,4,Stable,Suburban,1,1,Home Purchase,0
2278,47,42575,742,0.58,5,19,9,9,1,4,Stable,Rural,3,2,Child Birth,1
2279,50,87383,785,0.41,3,8,4,1,0,2,Stable,Suburban,3,1,Child Birth,0
2280,69,23174,635,0.13,4,5,1,2,0,1,Unstable,Rural,3,1,None,0
2281,30,46515,817,0.38,1,9,6,5,0,2,Unstable,Suburban,3,0,Home Purchase,1
2282,30,41711,833,0.24,4,13,7,1,0,4,Unstable,Rural,0,0,Home Purchase,1
2283,68,20894,750,0.28,4,11,1,6,0,3,Unstable,Suburban,4,2,Marriage,0
2284,32,55321,691,0.33,5,2,9,6,1,4,Unstable,Suburban,0,0,Home Purchase,0
2285,48,78657,755,0.49,2,12,2,3,0,1,Stable,Urban,4,2,Home Purchase,1
2286,46,63908,537,0.35,2,3,7,4,0,5,Unstable,Suburban,1,1,Marriage,1
2287,43,79990,808,0.34,5,15,8,3,0,5,Unstable,Urban,3,0,None,0
2288,61,89798,615,0.25,4,1,8,5,0,4,Stable,Urban,1,1,Marriage,0
2289,42,50359,672,0.37,3,11,1,9,0,1,Stable,Suburban,1,1,Child Birth,0
2290,55,126171,831,0.22,1,10,1,3,0,2,Unstable,Rural,0,2,None,1
2291,61,51364,809,0.23,4,3,4,2,1,1,Stable,Urban,0,1,Home Purchase,1
2292,54,54686,537,0.48,4,14,2,6,1,4,Unstable,Suburban,4,2,Marriage,1
2293,66,42309,605,0.27,1,16,4,1,0,2,Stable,Suburban,1,2,None,0
2294,57,73634,764,0.13,3,9,6,9,1,5,Stable,Suburban,1,1,Child Birth,0
2295,34,52737,526,0.27,1,14,3,3,0,4,Unstable,Rural,4,2,Marriage,0
2296,61,58027,841,0.42,5,1,3,3,1,5,Unstable,Urban,0,0,Home Purchase,1
2297,36,54869,711,0.51,1,1,1,8,1,4,Stable,Urban,3,1,Home Purchase,0
2298,54,54302,841,0.58,1,4,5,6,0,2,Stable,Rural,0,0,Home Purchase,0
2299,51,63957,625,0.47,4,1,7,3,0,1,Stable,Urban,1,1,Child Birth,0
2300,63,48744,634,0.31,4,19,6,6,0,5,Stable,Rural,0,0,None,0
2301,33,49917,803,0.25,2,12,4,6,1,2,Unstable,Suburban,1,1,Child Birth,1
2302,45,86821,670,0.16,1,4,6,3,0,5,Stable,Urban,0,2,Home Purchase,1
2303,36,52661,575,0.41,5,9,3,6,0,3,Unstable,Rural,3,0,Child Birth,1
2304,53,69588,756,0.35,2,7,3,8,0,2,Stable,Urban,3,1,Marriage,1
2305,57,37762,540,0.44,1,14,7,9,0,2,Unstable,Rural,0,0,Marriage,0
2306,67,48882,844,0.22,4,3,9,3,1,1,Stable,Urban,3,1,None,1
2307,39,29185,718,0.26,5,15,1,2,1,1,Stable,Suburban,3,2,Child Birth,0
2308,26,106360,611,0.25,3,11,4,7,0,4,Stable,Urban,3,0,Home Purchase,1
2309,63,94386,814,0.5,2,10,5,8,0,1,Stable,Urban,4,2,Marriage,1
2310,68,74886,816,0.19,4,15,2,9,0,4,Stable,Rural,3,2,Home Purchase,0
2311,42,113777,700,0.4,3,17,3,1,0,1,Stable,Urban,0,1,Home Purchase,0
2312,27,79257,850,0.13,1,19,5,1,0,1,Stable,Urban,2,1,Child Birth,1
2313,31,55700,850,0.37,5,11,8,1,1,4,Stable,Rural,0,2,Home Purchase,0
2314,67,69312,732,0.13,4,16,3,4,0,3,Stable,Rural,3,1,None,0
2315,42,94019,806,0.19,4,4,3,3,0,2,Stable,Urban,0,2,Child Birth,1
2316,68,37992,830,0.16,5,7,6,7,1,4,Stable,Rural,4,0,Child Birth,1
2317,62,30679,586,0.27,4,11,8,6,1,3,Unstable,Rural,0,0,Marriage,0
2318,61,70151,728,0.27,4,17,1,3,0,1,Unstable,Rural,3,1,Home Purchase,0
2319,57,45328,631,0.51,1,19,7,3,0,4,Stable,Suburban,1,0,Home Purchase,0
2320,68,20000,617,0.21,2,10,7,5,0,3,Unstable,Rural,3,2,None,1
2321,55,28926,712,0.14,3,15,3,4,0,3,Unstable,Rural,0,1,Child Birth,0
2322,35,52214,719,0.4,5,6,3,9,1,2,Unstable,Urban,2,0,Marriage,0
2323,28,61204,538,0.44,3,13,9,1,1,1,Unstable,Rural,0,1,None,0
2324,42,61949,734,0.25,5,3,1,1,0,5,Stable,Rural,2,1,Marriage,0
2325,28,110129,674,0.4,5,8,1,5,0,3,Stable,Rural,1,2,Home Purchase,0
2326,58,54809,839,0.49,4,7,2,8,0,4,Unstable,Rural,4,2,Child Birth,0
2327,53,66953,816,0.27,1,5,6,4,0,1,Stable,Suburban,0,1,Child Birth,0
2328,48,20000,614,0.36,5,18,8,9,0,5,Stable,Rural,2,2,Child Birth,1
2329,46,59221,831,0.17,3,16,1,7,1,5,Stable,Urban,1,2,Marriage,1
2330,26,68354,753,0.11,2,9,1,3,0,5,Unstable,Suburban,3,1,Child Birth,0
2331,68,25618,678,0.59,3,11,2,6,1,3,Stable,Suburban,4,2,Child Birth,1
2332,30,36650,648,0.25,1,19,7,6,1,2,Stable,Rural,1,0,Marriage,1
2333,66,72229,585,0.24,2,14,4,5,1,5,Stable,Urban,0,0,Home Purchase,1
2334,49,46341,578,0.59,4,7,1,8,1,5,Stable,Suburban,3,1,Marriage,1
2335,45,57436,517,0.46,3,12,8,1,0,4,Stable,Rural,0,0,Child Birth,0
2336,40,73519,702,0.39,3,19,4,4,1,5,Unstable,Rural,4,0,Marriage,0
2337,55,110921,493,0.45,5,8,7,7,0,1,Unstable,Rural,3,0,Marriage,0
2338,38,54455,613,0.45,5,5,8,6,1,2,Stable,Urban,1,2,Marriage,0
2339,63,104229,765,0.48,2,6,1,7,1,2,Unstable,Suburban,3,2,None,1
2340,52,20000,849,0.13,4,11,2,3,1,5,Stable,Suburban,3,2,Home Purchase,0
2341,56,63709,585,0.31,5,3,2,3,1,3,Stable,Rural,0,1,Marriage,0
2342,52,51647,760,0.25,3,11,5,1,0,3,Stable,Rural,2,1,None,1
2343,33,46688,669,0.14,2,12,5,7,1,5,Stable,Suburban,4,1,None,0
2344,69,76451,648,0.31,5,1,6,4,0,5,Unstable,Rural,3,2,None,0
2345,46,54634,715,0.41,5,4,2,9,0,3,Unstable,Rural,3,0,Child Birth,0
2346,56,20000,634,0.19,1,1,8,5,1,5,Stable,Urban,3,0,None,1
2347,29,20290,691,0.25,2,6,1,5,0,4,Stable,Suburban,0,2,None,0
2348,47,78050,707,0.42,2,2,9,9,0,4,Stable,Urban,3,1,Home Purchase,0
2349,29,20000,816,0.39,4,13,5,1,1,5,Unstable,Rural,3,1,Child Birth,0
2350,66,78720,837,0.53,5,16,8,6,0,3,Unstable,Rural,1,1,Child Birth,0
2351,56,63119,640,0.5,2,11,8,8,0,4,Stable,Suburban,4,0,Home Purchase,0
2352,34,55742,673,0.58,4,14,2,1,0,3,Stable,Urban,3,2,None,0
2353,63,57963,780,0.4,5,6,9,9,1,5,Stable,Rural,3,2,Child Birth,0
2354,39,72868,681,0.45,3,16,6,8,1,5,Unstable,Suburban,3,0,None,1
2355,31,30562,771,0.53,1,17,3,6,0,5,Unstable,Rural,0,0,Child Birth,0
2356,53,61057,790,0.52,4,10,1,9,0,4,Stable,Urban,2,0,Marriage,1
2357,27,31512,801,0.46,1,13,9,3,1,2,Stable,Urban,0,2,Home Purchase,0
2358,43,64091,708,0.35,3,13,3,4,0,2,Unstable,Suburban,2,1,Child Birth,0
2359,34,76161,583,0.24,2,2,1,3,0,2,Stable,Suburban,3,1,Child Birth,0
2360,52,64148,683,0.54,5,1,5,5,0,4,Stable,Rural,1,1,None,0
2361,53,75215,649,0.49,2,1,8,1,1,3,Stable,Urban,0,1,None,0
2362,39,42499,777,0.52,1,7,7,1,0,2,Unstable,Rural,2,1,None,0
2363,59,58445,850,0.17,2,13,5,2,1,2,Unstable,Urban,3,0,Home Purchase,0
2364,30,54050,850,0.26,2,17,2,1,0,1,Stable,Urban,2,0,Marriage,0
2365,36,52414,788,0.31,4,9,2,3,0,5,Stable,Rural,3,0,Marriage,1
2366,62,39983,606,0.52,4,13,3,2,0,2,Unstable,Rural,0,0,Marriage,1
2367,37,49204,840,0.55,3,16,6,7,0,2,Stable,Rural,0,1,None,1
2368,53,32182,742,0.24,4,5,4,8,1,3,Stable,Urban,2,2,Home Purchase,0
2369,43,20000,617,0.44,4,7,9,2,1,5,Stable,Urban,3,0,None,0
2370,27,42482,786,0.14,4,1,3,4,0,4,Stable,Suburban,0,0,Child Birth,0
2371,32,75648,677,0.3,4,8,6,8,0,4,Unstable,Urban,4,0,None,0
2372,32,65851,505,0.34,3,6,4,1,0,1,Unstable,Suburban,0,1,Home Purchase,0
2373,44,28584,601,0.48,4,12,1,8,0,3,Unstable,Urban,3,0,Child Birth,0
2374,28,49849,693,0.55,4,2,1,8,0,3,Stable,Suburban,4,1,Home Purchase,0
2375,45,77311,689,0.27,1,1,8,2,0,5,Unstable,Urban,0,1,Home Purchase,0
2376,27,48787,593,0.36,4,15,3,3,0,3,Unstable,Rural,3,2,Marriage,0
2377,69,24555,775,0.42,3,17,2,9,0,1,Stable,Rural,2,0,Child Birth,0
2378,32,116440,751,0.26,3,3,1,5,1,5,Unstable,Rural,2,0,Marriage,0
2379,47,55826,556,0.59,2,6,8,7,1,3,Stable,Suburban,0,0,None,0
2380,40,30910,850,0.54,4,16,9,5,1,3,Stable,Suburban,3,2,Marriage,1
2381,37,64281,578,0.25,5,10,1,2,1,2,Stable,Rural,3,2,Home Purchase,0
2382,27,57859,654,0.35,2,13,8,2,0,2,Unstable,Rural,3,1,Home Purchase,0
2383,33,21463,737,0.22,3,8,1,1,0,1,Unstable,Urban,3,2,Home Purchase,0
2384,38,62334,654,0.36,2,17,2,6,0,2,Stable,Suburban,2,2,Marriage,0
2385,37,84593,845,0.44,5,7,1,7,0,3,Unstable,Suburban,4,0,Home Purchase,0
2386,31,54177,682,0.14,1,5,2,5,0,2,Unstable,Suburban,2,0,Home Purchase,1
2387,39,20000,607,0.54,5,8,2,3,1,3,Stable,Urban,2,2,Child Birth,0
2388,31,68548,761,0.4,2,1,5,9,0,5,Stable,Suburban,0,2,Home Purchase,1
2389,62,75072,410,0.59,4,2,3,8,1,2,Stable,Suburban,2,0,Home Purchase,0
2390,58,45339,753,0.11,1,4,1,2,0,1,Unstable,Rural,2,2,Child Birth,1
2391,65,45523,828,0.52,5,1,2,3,0,4,Unstable,Rural,1,1,Marriage,0
2392,46,116446,469,0.5,4,10,4,7,0,3,Unstable,Suburban,0,2,Child Birth,0
2393,48,43544,659,0.17,5,3,7,9,0,1,Stable,Rural,4,0,Child Birth,0
2394,61,31952,535,0.27,3,2,1,2,1,3,Unstable,Urban,0,2,Home Purchase,0
2395,68,60627,701,0.54,4,7,5,7,0,3,Stable,Rural,0,0,Child Birth,0
2396,25,74371,850,0.36,3,2,2,8,1,5,Unstable,Suburban,1,2,None,0
2397,34,73310,722,0.3,1,6,8,6,1,3,Stable,Suburban,1,2,None,0
2398,67,20000,678,0.55,1,8,2,6,1,4,Unstable,Rural,2,2,None,0
2399,40,43481,417,0.15,1,3,4,8,1,4,Stable,Rural,3,1,None,0
2400,32,88822,589,0.34,1,19,6,3,0,4,Unstable,Rural,3,2,None,0
2401,49,68167,686,0.43,3,9,9,8,1,1,Stable,Rural,2,1,Home Purchase,1
2402,36,29105,709,0.4,3,1,4,1,0,5,Unstable,Suburban,4,1,Child Birth,0
2403,49,91060,734,0.23,2,8,4,2,0,1,Unstable,Rural,4,1,Home Purchase,1
2404,41,84122,776,0.38,2,6,7,6,0,1,Unstable,Suburban,1,2,Child Birth,0
2405,50,52584,609,0.45,3,2,1,2,0,4,Stable,Suburban,2,2,Home Purchase,0
2406,38,81986,704,0.39,1,14,5,2,0,1,Stable,Suburban,0,1,Home Purchase,1
2407,65,109993,650,0.44,2,1,5,3,0,3,Stable,Rural,0,0,None,0
2408,60,33640,606,0.23,4,7,1,3,0,2,Stable,Rural,0,0,None,1
2409,47,73886,612,0.52,3,11,6,4,0,3,Unstable,Suburban,4,1,Marriage,0
2410,67,109648,754,0.32,4,16,9,9,0,1,Stable,Rural,1,2,Child Birth,1
2411,30,76325,443,0.59,1,2,7,9,0,5,Unstable,Rural,3,2,Child Birth,0
2412,29,41140,514,0.11,3,18,2,2,0,3,Stable,Rural,0,2,Child Birth,0
2413,67,65972,850,0.29,2,19,4,2,0,1,Unstable,Rural,2,0,Child Birth,0
2414,49,94247,633,0.19,2,10,8,6,0,5,Unstable,Rural,4,1,Child Birth,1
2415,42,34605,846,0.38,4,4,1,5,0,4,Stable,Urban,1,2,Home Purchase,1
2416,37,59247,693,0.22,3,3,6,5,0,2,Unstable,Urban,2,0,Marriage,0
2417,67,53912,643,0.47,1,13,3,7,1,1,Unstable,Urban,0,1,Marriage,0
2418,38,44214,765,0.54,5,6,3,9,0,3,Unstable,Rural,2,2,Marriage,0
2419,52,66038,708,0.21,5,10,1,1,0,2,Unstable,Rural,4,2,Home Purchase,0
2420,42,57482,682,0.18,1,8,8,5,0,4,Unstable,Urban,1,2,Home Purchase,1
2421,52,76083,695,0.54,2,10,5,5,1,4,Unstable,Urban,1,0,Child Birth,0
2422,51,88524,739,0.28,5,2,1,5,0,2,Stable,Urban,2,0,Child Birth,1
2423,56,28179,631,0.32,1,15,5,9,0,1,Unstable,Suburban,2,2,Marriage,1
2424,33,61688,651,0.21,4,1,5,6,0,1,Stable,Rural,0,0,Home Purchase,0
2425,64,58671,602,0.31,2,11,9,8,0,5,Unstable,Suburban,2,0,None,0
2426,56,65085,579,0.22,1,1,3,8,1,5,Unstable,Urban,3,1,None,0
2427,44,59613,850,0.43,4,16,9,6,1,1,Unstable,Suburban,1,2,Child Birth,0
2428,52,35483,609,0.35,3,12,8,6,1,3,Stable,Urban,1,1,None,0
2429,57,96368,799,0.49,5,12,2,8,0,4,Stable,Suburban,3,0,Home Purchase,1
2430,28,107019,664,0.26,5,19,9,1,0,5,Unstable,Rural,1,0,Home Purchase,1
2431,58,73672,754,0.35,5,13,5,9,0,2,Stable,Suburban,0,0,Marriage,1
2432,27,74952,699,0.23,1,8,8,9,0,2,Stable,Rural,3,2,None,0
2433,50,63276,520,0.57,3,2,8,8,0,1,Unstable,Urban,4,1,Child Birth,0
2434,32,84230,702,0.36,1,19,4,4,0,2,Stable,Suburban,2,0,Home Purchase,1
2435,30,20000,760,0.19,1,14,1,1,0,2,Unstable,Rural,3,2,None,0
2436,40,59903,604,0.24,3,1,9,2,0,1,Unstable,Rural,0,2,Home Purchase,0
2437,48,45684,850,0.14,4,9,6,1,1,3,Unstable,Rural,3,2,Home Purchase,0
2438,63,63645,781,0.11,2,19,2,3,0,1,Stable,Suburban,1,1,Marriage,0
2439,54,87315,782,0.36,5,14,4,9,1,4,Unstable,Urban,1,2,None,1
2440,69,60475,792,0.27,3,4,5,6,0,5,Stable,Rural,1,2,Home Purchase,0
2441,37,50987,466,0.58,4,2,6,5,0,3,Stable,Rural,1,2,Home Purchase,0
2442,29,24918,770,0.19,3,10,5,8,1,3,Stable,Suburban,0,2,Home Purchase,1
2443,49,57268,850,0.5,2,15,9,3,0,2,Unstable,Rural,2,1,Child Birth,0
2444,44,76806,775,0.26,3,1,2,3,0,5,Stable,Rural,1,1,Home Purchase,1
2445,42,38972,673,0.21,3,11,3,5,0,5,Unstable,Suburban,0,0,Home Purchase,0
2446,42,20000,588,0.58,4,16,3,1,0,3,Unstable,Urban,0,1,Child Birth,0
2447,26,116856,578,0.5,5,13,3,7,0,4,Unstable,Suburban,0,0,None,1
2448,34,68379,566,0.42,5,8,6,3,0,4,Stable,Suburban,4,0,Home Purchase,1
2449,69,54460,659,0.45,4,9,8,2,0,2,Stable,Suburban,4,2,None,1
2450,36,94774,593,0.6,4,15,5,7,0,2,Stable,Suburban,3,0,Home Purchase,0
2451,37,63536,684,0.4,1,5,6,1,0,4,Stable,Rural,0,0,Child Birth,0
2452,35,93300,720,0.15,1,18,1,1,1,5,Unstable,Urban,4,1,None,0
2453,43,91159,528,0.13,2,2,3,9,1,4,Unstable,Rural,4,1,Child Birth,0
2454,59,28136,623,0.43,1,5,4,7,1,3,Unstable,Urban,3,0,Child Birth,0
2455,63,71499,642,0.43,1,16,7,3,0,1,Stable,Rural,1,2,Marriage,0
2456,50,103132,639,0.47,3,16,5,5,1,1,Stable,Rural,2,2,Home Purchase,0
2457,38,35033,701,0.15,3,4,1,2,0,1,Unstable,Suburban,2,2,Home Purchase,0
2458,69,35340,712,0.57,4,11,3,5,1,5,Stable,Suburban,0,0,None,1
2459,68,39569,657,0.38,5,16,2,9,1,4,Stable,Rural,3,1,Home Purchase,0
2460,48,82260,632,0.42,2,12,6,5,1,3,Stable,Suburban,4,1,Child Birth,1
2461,65,67109,697,0.12,1,6,5,1,0,3,Unstable,Urban,0,0,Home Purchase,0
2462,25,20000,844,0.58,3,16,3,8,0,2,Stable,Suburban,1,1,Child Birth,0
2463,67,68523,554,0.38,5,19,2,6,0,5,Unstable,Rural,2,1,Marriage,0
2464,46,53702,813,0.38,1,11,1,2,1,3,Stable,Rural,0,2,Child Birth,1
2465,47,57193,536,0.57,5,12,2,6,0,2,Unstable,Rural,4,1,Child Birth,0
2466,43,39074,736,0.56,3,4,5,9,0,5,Unstable,Rural,1,0,None,0
2467,42,68706,804,0.21,4,13,5,3,0,3,Unstable,Urban,3,2,Child Birth,1
2468,36,86261,567,0.57,1,2,9,5,0,4,Unstable,Rural,2,1,Marriage,0
2469,52,43950,735,0.47,1,19,6,7,0,3,Stable,Suburban,2,2,None,0
2470,52,20000,595,0.11,2,11,3,2,0,5,Stable,Rural,2,2,Marriage,0
2471,57,52422,817,0.22,1,1,3,1,1,2,Unstable,Rural,4,0,None,0
2472,43,78907,539,0.31,3,9,3,5,0,5,Unstable,Suburban,0,2,Home Purchase,0
2473,52,49474,610,0.39,5,10,8,4,0,1,Unstable,Urban,4,2,Marriage,1
2474,61,22561,713,0.45,5,3,9,9,0,3,Unstable,Suburban,2,0,Child Birth,0
2475,50,79081,771,0.21,4,8,3,4,0,1,Unstable,Urban,0,2,None,0
2476,59,95383,709,0.52,4,16,1,7,1,4,Unstable,Rural,4,0,Child Birth,0
2477,58,60500,749,0.52,3,4,8,5,0,2,Unstable,Urban,2,2,Home Purchase,0
2478,59,20000,645,0.42,5,11,2,5,0,4,Stable,Rural,2,2,Marriage,1
2479,64,52054,590,0.56,4,8,7,6,0,5,Stable,Urban,3,2,Home Purchase,0
2480,40,63788,846,0.51,4,7,7,8,1,3,Stable,Rural,4,2,Home Purchase,1
2481,62,39757,749,0.21,2,15,9,4,0,2,Unstable,Suburban,3,1,Home Purchase,0
2482,37,74584,651,0.5,2,8,8,9,0,1,Unstable,Rural,0,1,Child Birth,0
2483,47,37313,534,0.58,3,10,9,6,0,1,Stable,Rural,3,0,Marriage,1
2484,46,60640,822,0.17,3,19,1,8,1,5,Stable,Rural,2,2,None,0
2485,40,54291,826,0.59,3,5,3,4,0,1,Stable,Rural,1,2,None,0
2486,52,75396,678,0.11,3,3,4,9,0,5,Unstable,Urban,0,2,None,0
2487,59,59643,633,0.36,5,7,3,9,0,2,Unstable,Urban,4,1,None,1
2488,69,55087,674,0.49,1,6,8,1,1,4,Unstable,Suburban,3,1,Child Birth,0
2489,32,39928,678,0.5,3,17,7,1,0,3,Unstable,Urban,4,2,Child Birth,0
2490,68,60869,776,0.47,2,10,5,7,0,4,Stable,Suburban,1,1,Child Birth,0
2491,46,53494,586,0.36,1,15,5,3,1,4,Unstable,Rural,0,2,Child Birth,0
2492,45,38236,641,0.43,1,2,4,7,1,3,Stable,Urban,2,0,Child Birth,0
2493,50,63987,681,0.45,5,1,5,1,0,2,Stable,Suburban,3,0,Home Purchase,1
2494,64,69099,725,0.35,4,12,5,1,0,5,Stable,Rural,3,1,None,0
2495,45,51539,786,0.4,1,13,4,7,1,1,Unstable,Suburban,0,2,Marriage,0
2496,49,83289,731,0.52,5,12,5,4,0,3,Unstable,Suburban,1,0,None,0
2497,65,66599,850,0.26,5,12,7,2,0,4,Stable,Suburban,0,0,None,0
2498,25,27903,600,0.36,5,7,9,5,0,3,Unstable,Urban,3,1,Child Birth,0
2499,30,93434,846,0.1,3,7,7,5,0,2,Unstable,Urban,2,2,Home Purchase,1
2500,47,79174,604,0.44,4,6,1,4,0,3,Unstable,Suburban,3,2,None,0
2501,47,85045,660,0.2,3,13,9,9,1,1,Stable,Suburban,1,0,Home Purchase,0
2502,67,70012,738,0.34,2,9,3,2,0,4,Unstable,Suburban,4,0,Home Purchase,1
2503,67,20000,817,0.21,4,16,2,4,0,1,Stable,Suburban,4,2,Child Birth,0
2504,47,87315,660,0.11,3,2,9,2,1,1,Stable,Suburban,0,0,Child Birth,1
2505,56,61519,739,0.34,4,11,2,4,0,1,Unstable,Urban,3,1,Child Birth,1
2506,54,68830,668,0.31,2,3,9,6,0,1,Unstable,Suburban,1,0,Marriage,0
2507,37,73509,470,0.31,3,9,5,5,1,3,Stable,Suburban,1,2,Home Purchase,0
2508,67,108406,696,0.2,4,12,6,6,0,3,Unstable,Suburban,4,0,Home Purchase,0
2509,42,46344,575,0.57,2,2,7,2,0,4,Stable,Suburban,4,0,None,0
2510,47,46989,827,0.1,5,19,7,1,0,5,Stable,Rural,0,0,Home Purchase,0
2511,39,38724,827,0.55,4,6,4,5,0,5,Unstable,Suburban,0,2,None,0
2512,57,33251,616,0.47,2,18,4,3,1,1,Unstable,Rural,1,2,None,0
2513,45,33711,601,0.19,5,13,5,3,0,2,Unstable,Rural,0,2,None,0
2514,63,20000,637,0.34,2,14,9,5,0,1,Unstable,Suburban,2,0,None,0
2515,47,70666,753,0.59,1,8,1,3,1,2,Unstable,Suburban,3,0,Child Birth,0
2516,51,109695,753,0.42,2,9,8,6,1,2,Stable,Rural,2,0,Child Birth,0
2517,69,111289,850,0.16,3,13,8,7,0,1,Stable,Suburban,0,2,Marriage,1
2518,68,38690,669,0.33,3,17,7,6,1,4,Unstable,Rural,2,2,Child Birth,0
2519,42,53196,709,0.33,3,6,6,8,0,2,Unstable,Rural,0,0,Marriage,1
2520,48,90833,850,0.5,3,10,3,4,0,1,Stable,Urban,4,1,Child Birth,1
2521,64,70808,728,0.56,1,11,8,6,0,1,Unstable,Suburban,3,1,None,0
2522,66,63362,591,0.14,1,10,7,3,0,1,Unstable,Rural,3,1,Marriage,0
2523,31,53581,734,0.26,1,6,8,7,1,2,Stable,Rural,1,2,Child Birth,0
2524,44,89457,770,0.25,5,6,2,6,1,3,Unstable,Suburban,0,2,Marriage,0
2525,51,33173,665,0.6,4,15,8,6,0,2,Stable,Rural,0,2,Home Purchase,0
2526,30,72021,779,0.38,3,7,7,3,0,3,Stable,Suburban,4,1,Marriage,0
2527,51,68623,770,0.54,4,12,6,1,0,3,Stable,Urban,4,0,None,1
2528,33,61084,654,0.31,3,9,9,2,0,4,Stable,Suburban,0,1,Home Purchase,0
2529,69,79693,850,0.46,3,1,8,3,0,5,Stable,Urban,4,0,None,1
2530,55,60843,621,0.24,3,16,5,1,0,1,Stable,Suburban,3,0,Marriage,0
2531,45,46636,743,0.56,1,18,5,8,0,1,Unstable,Urban,3,2,Child Birth,1
2532,50,62312,639,0.33,5,7,9,9,0,2,Stable,Rural,0,1,Child Birth,0
2533,64,20197,530,0.5,3,18,8,7,0,5,Stable,Urban,1,1,Home Purchase,0
2534,69,75317,735,0.23,3,8,4,7,0,4,Stable,Suburban,3,1,Marriage,0
2535,37,81705,850,0.45,3,15,9,3,0,1,Stable,Rural,3,2,Child Birth,0
2536,47,43584,694,0.3,2,6,6,9,0,2,Stable,Rural,0,2,Home Purchase,0
2537,44,37637,550,0.12,3,12,5,9,0,4,Unstable,Suburban,3,0,Marriage,0
2538,61,44506,722,0.31,1,15,7,5,0,5,Unstable,Suburban,3,2,None,0
2539,52,58424,618,0.38,1,15,9,7,0,2,Stable,Rural,0,2,Child Birth,0
2540,41,65397,805,0.18,4,10,1,1,0,4,Unstable,Rural,3,0,Marriage,0
2541,52,100387,677,0.19,1,9,9,6,1,5,Stable,Suburban,0,0,Home Purchase,0
2542,65,97227,522,0.33,4,14,5,1,0,1,Unstable,Rural,1,2,Marriage,1
2543,26,80788,750,0.27,5,14,9,6,1,5,Unstable,Rural,4,2,Child Birth,1
2544,49,63031,720,0.32,2,17,5,6,1,2,Stable,Suburban,0,1,Home Purchase,1
2545,65,36826,670,0.33,1,11,7,7,1,1,Unstable,Urban,3,0,Home Purchase,0
2546,30,101990,596,0.17,3,6,7,7,1,3,Unstable,Suburban,2,0,Marriage,0
